"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136"
"LeftEyeUp_MouthDown",0.351412330326025,0.369370820566855,0.365590224652418,0.361728891454704,0.363821349014088,0.326752088605567,0.323131072190562,0.367725826883378,0.357734591980425,0.321982918852429,0.344816242462407,0.360558410799611,0.336253729737257,0.330536847154482,0.390665657908929,0.378257821972935,0.368643989220556,0.363606992734982,0.341379456108962,0.306709414499701,0.312494447777712,0.302370975185621,0.311213352286056,0.31251522675966,0.360858922215504,0.348243954555319,0.408709552020079,0.423380624765463,0.353607394177947,0.350782330520921,0.352636929303207,0.363480934363551,0.371985870014386,0.369899631502252,0.34359612624102,0.366648313954813,0.353678929678092,0.336115443760475,0.353826817225359,0.363049099269391,0.36216258310197,0.357215603428935,0.332076558672884,0.333328594411996,0.368834110174833,0.369840875404657,0.368568506117283,0.374291074871801,0.329456850796733,0.339089474216773,0.343902783526152,0.334166689059787,0.33629241697823,0.371990735002739,0.339237170339555,0.318537181174274,0.33353736160686,0.338743351522371,0.331789799463798,0.318389539569144,0.321910980890714,0.3457249235765,0.304651478331996,0.307284517283944,0.297240463294303,0.355837299414482,0.354160383868864,0.364869885483841,0.348070388582075,0.339977060308704,0.350090481583026,0.359152818761513,0.351716416878181,0.32369073238537,0.324343699151157,0.324012529680169,0.356872202524025,0.347504035866689,0.319280440384219,0.311887900342877,0.320635098431894,0.329701692446573,0.330577373550961,0.317032433066692,0.328330444637944,0.329632520656294,0.337553059772944,0.309622978814202,0.371336389411991,0.330843645428593,0.326275422312052,0.302716426472945,0.304621718595775,0.325014865616238,0.332876921180179,0.364338114456437,0.348081410342359,0.339018555391597,0.330031831716936,0.330885482494761,0.33270086579727,0.346358482510071,0.345705308243549,0.332318307765371,0.333572976637575,0.325699486567399,0.330121127859314,0.349109897066401,0.356651080418468,0.356598282499823,0.33834089484191,0.354064851133875,0.313440361266678,0.330240162809429,0.328021990426107,0.33801481357104,0.352682677105289,0.353607394177947,0.37067492295987,0.371985870014386,0.328672455142397,0.328330444637944,0.328451793517251,0.330843645428593,0.332227785187154,0.33270086579727,0.361728891454704,0.350782330520921,0.355837299414482,0.359152818761513,0.356872202524025,0.330577373550961,0.325014865616238,0.33270086579727,0.349109897066401,0.356651080418468
"LeftEyeUp_MouthLeft",0.262507217936692,0.271886753639214,0.26693871374872,0.268447468536419,0.273810256147207,0.24356851035083,0.237842372398548,0.280738655363081,0.273898742126168,0.245203971226649,0.258114891352977,0.262701722442787,0.250534502659105,0.238157314382087,0.29511670705103,0.287336084392009,0.272856756486316,0.270142818717436,0.252476557740449,0.229943712921007,0.229839487088689,0.234086689255977,0.241327993022603,0.233675639171092,0.269127278768305,0.258726368517126,0.299146172963506,0.313017071231808,0.258957534165379,0.257654845934822,0.258594026097852,0.271556687146201,0.276923001884852,0.273322656514369,0.253938109139944,0.27474539662016,0.263491641670132,0.254848478405267,0.263516000205348,0.275514610943399,0.267288588455874,0.27243178117461,0.242416068250251,0.246454032744329,0.275167540268327,0.269389974302138,0.267762325620851,0.273328903389244,0.235083059232294,0.256419614867354,0.259306316504158,0.248012612673903,0.263224708654929,0.295939039182407,0.253271398366983,0.233321526673098,0.243265184401405,0.249430953021834,0.24180537838335,0.236935838369746,0.251685602057108,0.272943153293369,0.229526130755971,0.225198071129501,0.218773800019254,0.267042050140995,0.266903184275479,0.263326890724636,0.256115616441339,0.248157407930678,0.258476618796107,0.263598180155741,0.267002062896786,0.238536166133941,0.240610595246086,0.24230448704427,0.269329607106529,0.262246453176359,0.24107991367565,0.238111918844312,0.226179239097251,0.235523799905923,0.246151849616206,0.233571716000815,0.244284675974538,0.245008041475132,0.254245710011677,0.230845895093083,0.284623656021658,0.247551231260036,0.242439917782755,0.224830321814522,0.222991155248885,0.243556968010763,0.2523895659832,0.278178581281333,0.265468117516734,0.26088805719629,0.240532402453127,0.24107069716762,0.249763847952423,0.264447103344007,0.257989290583653,0.241179442536986,0.25378692257753,0.24447892314381,0.250673929182756,0.263735646784445,0.268176337320816,0.269394171412497,0.250290771270335,0.261429620349794,0.23241054724128,0.238821756670488,0.248036201549949,0.252477402241779,0.258683761999712,0.258957534165379,0.27559849665864,0.276923001884852,0.244517828438318,0.244284675974538,0.247304208641756,0.247551231260036,0.249197486360765,0.249763847952423,0.268447468536419,0.257654845934822,0.267042050140995,0.263598180155741,0.269329607106529,0.246151849616206,0.243556968010763,0.249763847952423,0.263735646784445,0.268176337320816
"LeftEyeUp_MouthRight",0.428397147802276,0.448902839754774,0.443399469021372,0.432307443353942,0.433066355358174,0.395892986927468,0.396832055897026,0.433495353424666,0.426163145050683,0.386340797526549,0.420798763261597,0.439194865866962,0.408569674585232,0.405301618522317,0.467909203807002,0.450446501451834,0.455377429200523,0.449496343017152,0.424497558363666,0.375244926986783,0.380337094851219,0.341195032911469,0.339966941093485,0.384995624122052,0.433989126681617,0.413806087741344,0.492573877620999,0.50953159652397,0.435320634066111,0.421867341531328,0.425038584865588,0.439831675925471,0.449611060415424,0.450264860863006,0.419020349955356,0.438338105560446,0.425641530595782,0.403447346800519,0.425695367319835,0.432726778719135,0.439475688401522,0.426321055434285,0.405565693715462,0.405962127721638,0.445343451846832,0.452291254584359,0.451999578350754,0.45541790953074,0.402229417914581,0.408380221265591,0.411759017709881,0.406321602232721,0.371586714503676,0.398556399874523,0.404345195292675,0.388431857745428,0.4044787176042,0.40888409177766,0.409230918499957,0.395429535124799,0.363421657341235,0.378467877079805,0.368649132919953,0.380520185380926,0.371135317970624,0.42972098674109,0.424538449102292,0.444106570635939,0.423425935244767,0.41599962748505,0.425869379811507,0.438688339841379,0.421342727059775,0.398470331949764,0.388197901077439,0.38800986802321,0.427049468125944,0.417478703618796,0.38088512006714,0.374092341225371,0.408263569424873,0.414555721314391,0.402906612234168,0.391503961593445,0.387152626268566,0.389348180464574,0.406677812415067,0.38084267888309,0.438801619151749,0.389326167101928,0.388706137068971,0.366640179109942,0.374004555083426,0.39250525426754,0.401909463092094,0.433129477380742,0.414466427778988,0.403832269088871,0.406165761209719,0.40357982428462,0.401512530696285,0.417510357128673,0.417093591322204,0.409018034816475,0.399898920956829,0.396295138496594,0.398731128068619,0.419969537805486,0.431660126321721,0.423767747415181,0.418410529099264,0.434739603856792,0.381950799328719,0.406059719092094,0.397425416191341,0.410360461535104,0.433046419711992,0.435320634066111,0.447873833375107,0.449611060415424,0.386783906237388,0.387152626268566,0.38524484721382,0.389326167101928,0.401651203524855,0.401512530696285,0.432307443353942,0.421867341531328,0.42972098674109,0.438688339841379,0.427049468125944,0.402906612234168,0.39250525426754,0.401512530696285,0.419969537805486,0.431660126321721
"LeftEyeUp_MouthUp",0.290660638127006,0.308119792695808,0.305773266963152,0.302279404413811,0.301494280197416,0.271121460357516,0.269464478823293,0.303476152110384,0.294448561107229,0.265663465022391,0.285006637929285,0.301183340922983,0.278694420674149,0.277441010937938,0.322875854227536,0.313783240783235,0.305454774529778,0.301501252997778,0.282718796930601,0.25344131342242,0.260136888192787,0.244516210670341,0.252200949725588,0.258256670431886,0.298603907250093,0.290029857535351,0.340204129660766,0.35110301058842,0.29388185338332,0.292657851604319,0.294359701339565,0.300522783454045,0.307505887351231,0.308045350514408,0.285764249065492,0.305069623100561,0.295178136789268,0.276975075996484,0.293500627055865,0.299934555303266,0.302209554021245,0.295210688122923,0.27761958614389,0.278132093636806,0.304714128155778,0.308744111008143,0.307664741070197,0.313008263128685,0.277737431998118,0.279787616117952,0.28487194293011,0.277185670822579,0.271859573986353,0.296552507267441,0.282908174367826,0.266673018272647,0.278846582741255,0.282130330553658,0.27639202492692,0.262378841600178,0.258740368258859,0.276395235761499,0.251614362320638,0.254682249058224,0.245565944823235,0.294566354132438,0.294175997915669,0.30617004651227,0.290123095174876,0.283456526795365,0.291378976711696,0.298984469340389,0.291519315406696,0.267947988954202,0.269940017493776,0.269193431905177,0.294355295001499,0.287467125557552,0.264344574064564,0.255964327617594,0.26846438096836,0.275476254457641,0.274604715453175,0.263224261760828,0.274423281868042,0.27545545400646,0.279735854788125,0.256101997561689,0.30656238063241,0.275442415552484,0.271944839034833,0.251666104123656,0.254204411773298,0.268980828077413,0.27445680534213,0.299849661651673,0.287036666550251,0.279434191968699,0.274647984593079,0.276653529084224,0.276595841249458,0.285296299856792,0.286757383984723,0.277275416829817,0.27475359867324,0.270074641892741,0.272579931489797,0.288502511308156,0.294855113722881,0.296869470819233,0.280148274875195,0.294314591627905,0.260572769593666,0.275700240229346,0.271128748771745,0.279504365993575,0.293133620900238,0.29388185338332,0.307058266753235,0.307505887351231,0.275059006248467,0.274423281868042,0.273364620970852,0.275442415552484,0.27620408769449,0.276595841249458,0.302279404413811,0.292657851604319,0.294566354132438,0.298984469340389,0.294355295001499,0.274604715453175,0.268980828077413,0.276595841249458,0.288502511308156,0.294855113722881
"LeftEyeUp_NoseLeft",0.205200318412778,0.217686181020391,0.216480295061846,0.215397979179483,0.21530014251499,0.192238904530946,0.188934670181574,0.218398147144216,0.210808944825598,0.188929389201798,0.200068345661878,0.212308334755817,0.196132079420337,0.195216879706646,0.23068640899188,0.224459272062068,0.213846598951129,0.211503064737303,0.196934028767122,0.178651197700334,0.183863956720296,0.17473363867208,0.182801928403243,0.181050604241407,0.212337262584639,0.207523902260278,0.240874686080348,0.248812576236491,0.205672096249806,0.207893826530313,0.208596976636188,0.212779826536329,0.217380776744828,0.217463179132782,0.201967119380349,0.217365622385691,0.209454524036211,0.197062973963151,0.20847086825643,0.213882928948971,0.21415619085397,0.210807499297691,0.195367228787653,0.196050539219671,0.215171571864636,0.217616185289487,0.216232486097764,0.220338615466378,0.195785821713525,0.198554751345999,0.202786028403578,0.195953574079931,0.196209574978281,0.214669001287697,0.20136284161222,0.188279478482523,0.197403150378645,0.199733992232003,0.193962963667432,0.183301677484617,0.184698517652199,0.198110921928345,0.178103914908683,0.177521190255132,0.170464393673475,0.208570752748693,0.208933351342032,0.2154465160718,0.204663479408756,0.199241480306546,0.205556183605547,0.210721989479846,0.207649377113221,0.18766448663628,0.192292899161603,0.191590142013188,0.2096128016531,0.204706516806989,0.18811542851517,0.182369413360264,0.184117936336951,0.190480699344297,0.193499653678248,0.185124682047135,0.196673047044192,0.197637155587564,0.198028495068973,0.179779007704605,0.220155202803823,0.197805040378802,0.19404430457599,0.178285708559868,0.178201838286675,0.190010676842181,0.193836342443221,0.214178560553962,0.205173160536372,0.199169342669918,0.192531008010564,0.194829684109148,0.195630770650251,0.202708246679146,0.20338917475681,0.194280260673407,0.195737304735554,0.190485751819941,0.192722520114555,0.204648723731564,0.208704491631761,0.212025119671839,0.195336044666146,0.20589809655871,0.183767733663609,0.193441158708171,0.191809206110794,0.197051014822988,0.205424087495008,0.205672096249806,0.217386934383475,0.217380776744828,0.197171811216681,0.196673047044192,0.196496335214629,0.197805040378802,0.195340140576981,0.195630770650251,0.215397979179483,0.207893826530313,0.208570752748693,0.210721989479846,0.2096128016531,0.193499653678248,0.190010676842181,0.195630770650251,0.204648723731564,0.208704491631761
"LeftEyeUp_NoseRight",0.302852943386683,0.320744082101503,0.317177665351284,0.310890508510931,0.308448134287511,0.280994648725262,0.283695160747572,0.307236708470544,0.300830812818824,0.274070943422084,0.298653215671135,0.31379248674978,0.29088205843457,0.290406736165237,0.330969957237286,0.321790999831463,0.322073611690923,0.318007523965469,0.300164905940046,0.265009329304577,0.270450259090622,0.23863582160049,0.238741605184365,0.272002726099348,0.306955182367383,0.295733904794581,0.350940598801929,0.361810781851164,0.309154650567596,0.301447391468155,0.304141398453285,0.311095619597857,0.318150718149856,0.321077233921132,0.297567292602802,0.313783168894864,0.305821446481006,0.285033166958681,0.302580350258203,0.30762636097117,0.313808294110361,0.303132982569153,0.290356033063583,0.290789294046872,0.315566818540503,0.322202001803989,0.322047619329951,0.326829372048317,0.289652230244032,0.289062353572602,0.293162767297148,0.288048473408922,0.260920771326143,0.276539687890179,0.291006120819504,0.278442233585016,0.289047854413213,0.291907660744378,0.290324053326623,0.277403000909649,0.252601626976894,0.263232387596373,0.261058003186316,0.269196029488287,0.261310486799483,0.305334124645824,0.304057206400735,0.319424126635493,0.302308550417532,0.296529374620602,0.303655397153413,0.311892167539912,0.300692495901442,0.28140119745572,0.277115889392847,0.276966336671776,0.30196389364435,0.296050729167262,0.271700680359681,0.262824569536623,0.290056224969813,0.294589337011762,0.287049643342426,0.276386788720901,0.27922876925061,0.280090213443855,0.290209183923532,0.269150724463521,0.311824859655721,0.279191031309092,0.278514901049338,0.261029936411936,0.267344743284141,0.279218562457203,0.285272953430352,0.306502850513124,0.293611127677067,0.287405301085043,0.288297169623242,0.288820174073972,0.287695758075444,0.295107766112166,0.296466172699661,0.291279353946272,0.282477227011823,0.282238731583399,0.283419568193959,0.298228289190856,0.305916602257478,0.304771169716549,0.296435421789194,0.310094162283662,0.272007710921831,0.288939327599849,0.282020213949508,0.290924241016201,0.307780613267476,0.309154650567596,0.317552930643875,0.318150718149856,0.279805570689729,0.27922876925061,0.276895867150743,0.279191031309092,0.287473159847288,0.287695758075444,0.310890508510931,0.301447391468155,0.305334124645824,0.311892167539912,0.30196389364435,0.287049643342426,0.279218562457203,0.287695758075444,0.298228289190856,0.305916602257478
"LeftEyeUp_RightEyeDown",0.366488962423883,0.382685319078343,0.375790158688124,0.372423387260372,0.365341146653683,0.340539650075107,0.346479411319127,0.362523566375252,0.355892840253496,0.332290409903,0.365148848778557,0.376626514814694,0.352166154199934,0.352967531423733,0.391766052907109,0.385965901973422,0.393490524605836,0.389742113735454,0.367696243517679,0.324608583256721,0.322775556740835,0.264271904308348,0.254162947401192,0.33144077721308,0.360139119083078,0.347839373419998,0.412788980999558,0.427540737410508,0.37759864162187,0.357131855541579,0.361218801900532,0.372331933026132,0.376312553062807,0.393897193355579,0.361765660939909,0.375035084155974,0.371253607229236,0.338160618914424,0.359272876062586,0.363400202972854,0.376348853422835,0.363633707038574,0.350537944025835,0.353785036326759,0.375815628988411,0.388815374583936,0.387643712333488,0.392052396619325,0.351152135459526,0.344719353920143,0.348872067858292,0.346625672123652,0.283637068321665,0.289651815633986,0.343976774842266,0.333924249319459,0.343829036068797,0.348277080614731,0.349691973616791,0.339880947702077,0.284316838091665,0.28270520148122,0.313362524837137,0.328349723838506,0.32247118897521,0.365061578520349,0.364554782546812,0.379053213893006,0.363970669181182,0.356896916350559,0.36408794118074,0.375220162947017,0.363455207475588,0.336782158437381,0.32469213349543,0.325724630869889,0.35564706862434,0.352201338141385,0.321898572420873,0.314988508537958,0.356158497753943,0.360299312529665,0.34560949725284,0.336153492488879,0.326995525138685,0.329938764090509,0.353964910940557,0.326010696475615,0.370300648932296,0.323518559472095,0.325460389714842,0.313296581878521,0.323995811155767,0.336117630101772,0.344683848334677,0.366203197041239,0.347414064504608,0.345279482285801,0.349349335193743,0.348723485952453,0.353394464268958,0.359973126586187,0.350777606377315,0.350039442965952,0.338157429865606,0.34018182570243,0.345505509893282,0.356407002389339,0.368630320665109,0.362943879586447,0.362451351723424,0.381744021040304,0.329688121251549,0.348042381644926,0.341779774986873,0.348648206693558,0.374726391798921,0.37759864162187,0.376064841433443,0.376312553062807,0.327096391452601,0.326995525138685,0.322042311068564,0.323518559472095,0.353132560858298,0.353394464268958,0.372423387260372,0.357131855541579,0.365061578520349,0.375220162947017,0.35564706862434,0.34560949725284,0.336117630101772,0.353394464268958,0.356407002389339,0.368630320665109
"LeftEyeUp_RightEyeLeft",0.295577908715157,0.308308013636679,0.302647357166823,0.299961436352282,0.294276976845823,0.274623872783875,0.279405830950471,0.292091505761637,0.286815960428938,0.26802511933699,0.294587020472373,0.303517834536091,0.283876924092586,0.284552072442011,0.315609603205975,0.310917763264115,0.317404587758444,0.314482137235709,0.296726586642198,0.262007883412564,0.260161856320306,0.212956840564452,0.204733375300951,0.26744060705298,0.290110774622259,0.280013626201262,0.332414646913071,0.344507199528211,0.304596470638885,0.287714294496072,0.290937490565088,0.300226627417413,0.303235683803912,0.317706554096849,0.291715491935964,0.302105738475983,0.299188547642019,0.272544378766359,0.28957049483211,0.292845784386567,0.303277969540276,0.293106637788827,0.282514745506867,0.285257493787,0.3029314240581,0.313541861088072,0.312552478670724,0.315955623408554,0.282965985048883,0.27779675313217,0.281059782969348,0.279436395002188,0.228469496554155,0.233502734259947,0.276930747768615,0.26887883120291,0.276984785959485,0.280602763557787,0.281885825692261,0.274374370299967,0.229358037471588,0.227860589318077,0.252647276240367,0.264965304749058,0.260437447218454,0.294269456583345,0.293768529284691,0.305216790140093,0.293356772484628,0.287721880122678,0.293475021907469,0.302482813387908,0.292969381016234,0.271547872698378,0.261430282374293,0.262316281162657,0.286557534567637,0.283793609991331,0.259254913845913,0.25407321566889,0.287304888942218,0.29070951986812,0.278557507769065,0.271156196899787,0.263071657066553,0.265615905750195,0.2854457515135,0.262984571657649,0.298327099507062,0.260213070964817,0.261920045126268,0.252552742331509,0.261208911152845,0.270962544030269,0.278017523057839,0.295183862356903,0.279885429548379,0.278242021515233,0.281798730134192,0.281043450330225,0.284956387304349,0.290425008732203,0.282555855608015,0.282116594571378,0.272637143766439,0.274242710699922,0.278632864359855,0.28730610542522,0.297240200565991,0.292279970547476,0.292428496251106,0.307981731131936,0.265811911093571,0.280543373956817,0.275593065936034,0.281090587472001,0.302242690145782,0.304596470638885,0.303002786164879,0.303235683803912,0.263131543123112,0.263071657066553,0.259045220424495,0.260213070964817,0.284744001288647,0.284956387304349,0.299961436352282,0.287714294496072,0.294269456583345,0.302482813387908,0.286557534567637,0.278557507769065,0.270962544030269,0.284956387304349,0.28730610542522,0.297240200565991
"LeftEyeUp_RightEyeRight",0.43376314882937,0.451108174672647,0.442754427140141,0.439595820141673,0.431514436889783,0.403292280593484,0.409139088235242,0.428870552468203,0.420614861014645,0.393501052564466,0.432000071895387,0.444184857474121,0.415805504328713,0.417226454918275,0.462752862388819,0.455621076324596,0.465115256919738,0.460858730797743,0.434358777804233,0.384704216319649,0.381145378111262,0.311561708525556,0.300140302650162,0.391723427727295,0.425007922785922,0.41045433296612,0.486407459826123,0.504538797656357,0.446469878884594,0.421648344415541,0.426038555420361,0.440417327018935,0.444050376757036,0.46650936150462,0.427910037033956,0.442350170130123,0.438507520398491,0.39952794245523,0.424744289242796,0.429102320389206,0.44402898718891,0.42993462259961,0.413661010291798,0.417806813363106,0.443741264439901,0.459944066834308,0.458062175603732,0.462368820528703,0.414979413178546,0.406869995542581,0.411688369259996,0.40974290997591,0.334520558816603,0.342472575048154,0.404821489834037,0.39293428839555,0.405496440934743,0.411246698081453,0.412526885869181,0.402444308293294,0.336488283406839,0.333241266691872,0.370324328926219,0.388586990428018,0.382263625673908,0.431124346903255,0.429957927631092,0.445956542746785,0.429606732388755,0.421459956001968,0.429639883043435,0.4431820247474,0.429501527367605,0.397393741282377,0.382747131201829,0.383759233587793,0.420185805270011,0.415805968187925,0.379610323721553,0.37345930308078,0.419831814069553,0.425311161905756,0.40742908558625,0.397475455854995,0.385094405884925,0.389505900508659,0.418744148276556,0.38516546183741,0.437524723938619,0.380911468494615,0.383059517976305,0.370264500902148,0.382427491956026,0.397208564867787,0.407632965214419,0.433756377533792,0.409989143420008,0.407447473673915,0.413306327582316,0.411765511834738,0.417840649020886,0.42631773695294,0.413174210809205,0.41262063458033,0.400165040444271,0.401168141021655,0.408419974870753,0.420800517555794,0.435799790603737,0.427754846885212,0.428495527669401,0.451576600588384,0.389686282387816,0.410921453104934,0.403574643680656,0.411813351473885,0.442889086250576,0.446469878884594,0.443738663078094,0.444050376757036,0.384972866094326,0.385094405884925,0.379135675780988,0.380911468494615,0.417565892465504,0.417840649020886,0.439595820141673,0.421648344415541,0.431124346903255,0.4431820247474,0.420185805270011,0.40742908558625,0.397208564867787,0.417840649020886,0.420800517555794,0.435799790603737
"LeftEyeUp_RightEyeUp",0.36815143121195,0.384391770992992,0.377239285959986,0.374964138952521,0.367181098867862,0.342355445826556,0.348655926112031,0.364440056034939,0.357584317193053,0.334476688760587,0.367394682566515,0.378600387592494,0.354388917868184,0.354798289953777,0.393530344424138,0.389027351260282,0.395665127684041,0.39200631082417,0.369651281994458,0.326389993551669,0.323858698691264,0.265123481098284,0.254551026981194,0.333176287543857,0.361019475216386,0.349504933315888,0.414168023490907,0.429035536301322,0.379655116691632,0.358418794276857,0.362819244373626,0.37371872497874,0.377486090679085,0.396596959340503,0.363975362499736,0.377678008972017,0.374170886806166,0.339531639510449,0.36034429022657,0.364873836255192,0.37840619276919,0.365969240843785,0.352404372791904,0.356124349416106,0.37731875410084,0.39020534037804,0.388917038427915,0.393834825264436,0.353049777081909,0.34654853669605,0.350845032762045,0.348265356035714,0.284579622841291,0.290284202300525,0.346083363953928,0.33612032179775,0.345247146339194,0.34978779674966,0.351224621604651,0.341357657679085,0.285457977746746,0.283727494627354,0.314866367246248,0.329495974326458,0.323643053161457,0.366715185784262,0.367032896452835,0.380609442549206,0.365912989603978,0.358326451090335,0.365746820860919,0.376878882557699,0.366211913653417,0.337730607488169,0.325698144053794,0.327036680363774,0.356698503983316,0.353995563555059,0.323649306603137,0.316276081289251,0.357653261267014,0.361686810095331,0.347652456040709,0.337799453747199,0.328868218083147,0.331653349576681,0.35663439183341,0.327487835644183,0.372811149014058,0.324949368305612,0.326862999647768,0.314718843599139,0.325611434392165,0.337900384469034,0.346525060423239,0.368069157722554,0.349414227091254,0.348113308881904,0.350541285699817,0.350543953180069,0.35659047494652,0.362660718299691,0.352456248705029,0.351565082366355,0.339872007770183,0.342210756387156,0.34819869286688,0.358287118649511,0.370613665101544,0.365554924616238,0.364213161008852,0.38425382484437,0.331492871292619,0.349438043313414,0.344253077733875,0.350084299405634,0.376755221029061,0.379655116691632,0.377373310911596,0.377486090679085,0.328995273617254,0.328868218083147,0.323836531599776,0.324949368305612,0.356266621601979,0.35659047494652,0.374964138952521,0.358418794276857,0.366715185784262,0.376878882557699,0.356698503983316,0.347652456040709,0.337900384469034,0.35659047494652,0.358287118649511,0.370613665101544
"LeftEyeUp_RightEyebrowLeft",0.299675211135587,0.314771319911227,0.307906349471089,0.308847028146474,0.300465326931402,0.278537941179747,0.286968517994515,0.297218012324343,0.292324504423525,0.274158200178293,0.301898742157289,0.310348263907688,0.29286702278699,0.288692804813964,0.321666197664994,0.323059065554661,0.324939398014004,0.321433244899354,0.303728860913261,0.265598011476195,0.262563932302957,0.219705593296867,0.207756973979321,0.273134529304678,0.292678678549372,0.285693987098581,0.337874010503066,0.34893026586486,0.31064396615616,0.290434283794073,0.29634807473493,0.303000040445452,0.307574571318242,0.324667427828702,0.298004005296173,0.312415483100809,0.309537864103737,0.277121204381979,0.290954041918448,0.297426423595856,0.310182257465398,0.300849650163503,0.288815599886747,0.292930457208007,0.308228950200137,0.314748086779461,0.31441683214309,0.321644522925832,0.287337605759874,0.285391630549258,0.288811826588244,0.284197571175139,0.235529428258503,0.240374537777297,0.286410987527725,0.279465415207253,0.281316731843195,0.285149931213115,0.287443129922027,0.277975273730387,0.235920318152629,0.23782412599074,0.257633174048057,0.26694561625705,0.261530079588359,0.299784348261616,0.303549772635625,0.312160490371638,0.299876298000452,0.291482745626734,0.298863255452763,0.307177218550684,0.302799493154664,0.274986546425138,0.264837584921093,0.267638310969766,0.289517100359533,0.290436608853481,0.266870016938356,0.256165018261306,0.293885282056676,0.294742332511957,0.287278584683521,0.275616147913993,0.270965535274334,0.270525592169353,0.294233177645471,0.267822919868871,0.307387457236637,0.266833739078277,0.268363638446069,0.256160343185907,0.266658335422934,0.277028815973586,0.283788241040042,0.300135083936622,0.288078392908082,0.290627428610069,0.283198662874178,0.286717476904176,0.296436533779352,0.298697325473799,0.290134741129553,0.28809514700206,0.277582030794113,0.282621616313787,0.288825187151456,0.294047255492093,0.303522750366997,0.303090621035655,0.298280085005723,0.315791347171188,0.271363185137236,0.284522712622558,0.285265347556318,0.285866472383576,0.308428297036101,0.31064396615616,0.30770752958232,0.307574571318242,0.271286168904913,0.270965535274334,0.267355815331308,0.266833739078277,0.295946961250221,0.296436533779352,0.308847028146474,0.290434283794073,0.299784348261616,0.307177218550684,0.289517100359533,0.287278584683521,0.277028815973586,0.296436533779352,0.294047255492093,0.303522750366997
"LeftEyeUp_RightEyebrowRight",0.524390138400611,0.542916883301404,0.532317223255108,0.531636215164141,0.520298117163664,0.48840595192375,0.494783031735565,0.517177293883826,0.506115640911468,0.476180143735752,0.522961962427204,0.535567165832267,0.502864949697952,0.505146285983273,0.557603819649424,0.551251065691303,0.562865282711532,0.557471212755492,0.524456914818162,0.465746768195033,0.458660067746736,0.376427906547986,0.363047873261769,0.472608215321218,0.510069626140818,0.494856946813567,0.584429884323485,0.606253788017739,0.54034680247098,0.507402236246016,0.513233754589873,0.530715798435443,0.53348640708591,0.566785525901952,0.518470043122124,0.533955031508692,0.531470099565137,0.48065805297019,0.510996049735442,0.515166942414146,0.535402710215907,0.51929410611163,0.499515805777503,0.505040447798827,0.533948496190347,0.555109282627303,0.552064890041893,0.556570475012115,0.502980334445663,0.490187118522343,0.496143244189825,0.494929128615676,0.403936405665284,0.415232706691467,0.486569879352435,0.474417307710821,0.488172375794612,0.49602246788749,0.497456113564762,0.486577538591489,0.408538968823634,0.403371913663099,0.446458648294445,0.469380243648915,0.462410933960375,0.519072894607078,0.518164676075261,0.535947226244596,0.518437717516252,0.508098066609028,0.517264327853995,0.534662492904781,0.519641466906623,0.477592764490285,0.459319828604074,0.460303249560441,0.504945850480592,0.500917879737492,0.457086774596959,0.45102009418608,0.507278535531107,0.513089138726327,0.491011923012654,0.480560942801869,0.463694392218428,0.469663394594861,0.507639699326512,0.464245051363397,0.528082641756053,0.457660206495687,0.459773648933177,0.446562122517744,0.461583372012843,0.479541289696458,0.49161058943852,0.524444735680926,0.493542818847872,0.492116861837889,0.498950525289509,0.497736151182546,0.507747661026656,0.516638362206962,0.496268272700719,0.497109238166764,0.483085322084654,0.483114202928229,0.494620015290734,0.506437659160258,0.526082667305448,0.515574076675436,0.517960702257773,0.547513842822304,0.471207489205924,0.496003898869735,0.487553138337106,0.495900384704179,0.535514726055642,0.54034680247098,0.533500348321336,0.53348640708591,0.462963731402714,0.463694392218428,0.455850586554507,0.457660206495687,0.507489756356366,0.507747661026656,0.531636215164141,0.507402236246016,0.519072894607078,0.534662492904781,0.504945850480592,0.491011923012654,0.479541289696458,0.507747661026656,0.506437659160258,0.526082667305448
