"","ctrl_id","target","source","Similarity","Co_twins_ID.x","Individual_ID.x","Co_twins_ID.y","Individual_ID.y"
"1","co-twins","50011","50012",87.070068359375,"1","1A","1","1B"
"2","co-twins","50021","50022",74.0337753295898,"2","2A","2","2B"
"3","co-twins","50031","50032",93.6896896362305,"3","3A","3","3B"
"4","co-twins","50061","50062",99.3399658203125,"4","4A","4","4B"
"5","co-twins","50071","50072",98.4328536987305,"5","5A","5","5B"
"6","co-twins","50081","50082",97.4713439941406,"6","6A","6","6B"
"7","co-twins","50091","50092",48.1337242126465,"7","7A","7","7B"
"8","co-twins","50101","50102",58.1264724731445,"8","8A","8","8B"
"9","co-twins","50131","50132",7.20857095718384,"9","9A","9","9B"
"10","co-twins","50151","50152",99.5797729492188,"10","10A","10","10B"
"11","co-twins","50171","50172",53.0289840698242,"11","11A","11","11B"
"12","co-twins","50181","50182",92.6692886352539,"12","12A","12","12B"
"13","co-twins","50191","50192",99.359016418457,"13","13A","13","13B"
"14","co-twins","50201","50202",34.4175224304199,"14","14A","14","14B"
"15","co-twins","50221","50222",98.2106704711914,"15","15A","15","15B"
"16","co-twins","50231","50232",99.7750854492188,"16","16A","16","16B"
"17","co-twins","50241","50242",99.3783340454102,"17","17A","17","17B"
"18","co-twins","50251","50252",99.267219543457,"18","18A","18","18B"
"19","co-twins","50261","50262",43.2694625854492,"19","19A","19","19B"
"20","co-twins","50271","50272",28.9261608123779,"20","20A","20","20B"
"21","co-twins","50281","50282",98.9664916992188,"21","21A","21","21B"
"22","co-twins","50291","50292",98.6078186035156,"22","22A","22","22B"
"23","co-twins","50311","50312",99.2901000976562,"23","23A","23","23B"
"24","co-twins","50331","50332",97.9373245239258,"24","24A","24","24B"
"25","co-twins","50341","50342",75.7274932861328,"25","25A","25","25B"
"26","co-twins","50351","50352",67.3563461303711,"26","26A","26","26B"
"27","co-twins","50361","50362",99.4766082763672,"27","27A","27","27B"
"28","co-twins","50371","50372",99.5717926025391,"28","28A","28","28B"
"29","co-twins","50391","50392",95.1373901367188,"29","29A","29","29B"
"30","co-twins","50401","50402",99.8988265991211,"30","30A","30","30B"
"31","co-twins","50421","50422",23.4166126251221,"31","31A","31","31B"
"32","co-twins","50431","50432",99.4016189575195,"32","32A","32","32B"
"33","co-twins","50441","50442",66.5619049072266,"33","33A","33","33B"
"34","co-twins","50461","50462",99.6986083984375,"34","34A","34","34B"
"35","co-twins","50471","50472",84.3197402954102,"35","35A","35","35B"
"36","co-twins","50481","50482",98.8306427001953,"36","36A","36","36B"
"37","co-twins","50491","50492",98.5937042236328,"37","37A","37","37B"
"38","co-twins","50501","50502",67.544075012207,"38","38A","38","38B"
"39","co-twins","50521","50522",61.1841812133789,"39","39A","39","39B"
"40","co-twins","50531","50532",62.5559577941895,"40","40A","40","40B"
"41","co-twins","50541","50542",20.3946418762207,"41","41A","41","41B"
"42","co-twins","50551","50552",97.380126953125,"42","42A","42","42B"
"43","co-twins","50571","50572",99.6638336181641,"43","43A","43","43B"
"44","co-twins","50581","50582",79.2905120849609,"44","44A","44","44B"
"45","co-twins","50591","50592",99.5947341918945,"45","45A","45","45B"
"46","co-twins","50601","50602",86.850212097168,"46","46A","46","46B"
"47","co-twins","50611","50612",99.8627777099609,"47","47A","47","47B"
"48","co-twins","50621","50622",99.5279159545898,"48","48A","48","48B"
"49","co-twins","50641","50642",56.3280944824219,"49","49A","49","49B"
"50","co-twins","50651","50652",56.878589630127,"50","50A","50","50B"
"51","co-twins","50661","50662",97.8845138549805,"51","51A","51","51B"
"52","co-twins","50671","50672",76.3817520141602,"52","52A","52","52B"
"53","co-twins","50681","50682",65.0429229736328,"53","53A","53","53B"
"54","co-twins","50691","50692",98.4098052978516,"54","54A","54","54B"
"55","co-twins","50701","50702",99.5099639892578,"55","55A","55","55B"
"56","co-twins","50721","50722",99.7447738647461,"56","56A","56","56B"
"57","co-twins","50731","50732",88.3200378417969,"57","57A","57","57B"
"58","co-twins","50741","50742",54.301155090332,"58","58A","58","58B"
"59","co-twins","50751","50752",89.4720764160156,"59","59A","59","59B"
"60","co-twins","50771","50772",99.4788208007812,"60","60A","60","60B"
"61","co-twins","50781","50782",46.5635375976562,"61","61A","61","61B"
"62","co-twins","50791","50792",99.5892562866211,"62","62A","62","62B"
"63","co-twins","50811","50812",99.851676940918,"63","63A","63","63B"
"64","co-twins","50821","50822",83.8319396972656,"64","64A","64","64B"
"65","co-twins","50831","50832",98.8701553344727,"65","65A","65","65B"
"66","co-twins","50841","50842",99.28857421875,"66","66A","66","66B"
"67","co-twins","50851","50852",87.9765243530273,"67","67A","67","67B"
"68","co-twins","50861","50862",98.6955490112305,"68","68A","68","68B"
"69","co-twins","50871","50872",92.8251571655273,"69","69A","69","69B"
"70","co-twins","50881","50882",73.23828125,"70","70A","70","70B"
"71","co-twins","50891","50892",63.0877571105957,"71","71A","71","71B"
"72","co-twins","50901","50902",68.7838516235352,"72","72A","72","72B"
"73","co-twins","50951","50952",61.7345733642578,"73","73A","73","73B"
"74","co-twins","50981","50982",47.0225028991699,"74","74A","74","74B"
"75","co-twins","50991","50992",69.5309066772461,"75","75A","75","75B"
"76","co-twins","51001","51002",95.6012878417969,"76","76A","76","76B"
"77","co-twins","51021","51022",23.6965217590332,"77","77A","77","77B"
"78","co-twins","51041","51042",99.5075302124023,"78","78A","78","78B"
"79","co-twins","51051","51052",99.0122756958008,"79","79A","79","79B"
"80","co-twins","51061","51062",98.3847579956055,"80","80A","80","80B"
"81","co-twins","51091","51092",57.6711578369141,"81","81A","81","81B"
"82","co-twins","51101","51102",98.6721420288086,"82","82A","82","82B"
"83","co-twins","51111","51112",61.7670593261719,"83","83A","83","83B"
"84","co-twins","51121","51122",99.8491973876953,"84","84A","84","84B"
"85","co-twins","51131","51132",96.5312042236328,"85","85A","85","85B"
"86","co-twins","51141","51142",95.0474319458008,"86","86A","86","86B"
"87","co-twins","51161","51162",98.0359573364258,"87","87A","87","87B"
"88","co-twins","51171","51172",98.5747833251953,"88","88A","88","88B"
"89","co-twins","51181","51182",99.7439727783203,"89","89A","89","89B"
"90","co-twins","51191","51192",99.876091003418,"90","90A","90","90B"
"91","co-twins","51221","51222",98.8415451049805,"91","91A","91","91B"
"92","co-twins","51261","51262",96.5029602050781,"92","92A","92","92B"
"93","co-twins","51271","51272",97.9494094848633,"93","93A","93","93B"
"94","co-twins","51291","51292",79.7084884643555,"94","94A","94","94B"
"95","co-twins","51301","51302",98.8330841064453,"95","95A","95","95B"
"96","co-twins","51341","51342",99.0252456665039,"96","96A","96","96B"
"97","co-twins","51351","51352",69.005729675293,"97","97A","97","97B"
"98","co-twins","51361","51362",99.8826217651367,"98","98A","98","98B"
"99","co-twins","51381","51382",97.6113586425781,"99","99A","99","99B"
"100","co-twins","51401","51402",86.7085113525391,"100","100A","100","100B"
"101","co-twins","51411","51412",90.2036666870117,"101","101A","101","101B"
"102","co-twins","51431","51432",85.72265625,"102","102A","102","102B"
"103","co-twins","51441","51442",51.7960739135742,"103","103A","103","103B"
"104","co-twins","51451","51452",99.8294372558594,"104","104A","104","104B"
"105","co-twins","51461","51462",99.7753295898438,"105","105A","105","105B"
"106","co-twins","51471","51472",99.5928802490234,"106","106A","106","106B"
"107","co-twins","51481","51482",98.0753631591797,"107","107A","107","107B"
"108","co-twins","51491","51492",73.7932510375977,"108","108A","108","108B"
"109","co-twins","51531","51532",96.7127227783203,"109","109A","109","109B"
"110","co-twins","51541","51542",43.3904457092285,"110","110A","110","110B"
"111","co-twins","51551","51552",98.789176940918,"111","111A","111","111B"
"112","co-twins","51561","51562",77.0988693237305,"112","112A","112","112B"
"113","co-twins","51571","51572",81.8909606933594,"113","113A","113","113B"
"114","co-twins","51581","51582",77.8818817138672,"114","114A","114","114B"
"115","co-twins","51591","51592",95.0792465209961,"115","115A","115","115B"
"116","co-twins","51611","51612",50.0866813659668,"116","116A","116","116B"
"117","co-twins","51621","51622",77.1075286865234,"117","117A","117","117B"
"118","co-twins","51631","51632",96.2555313110352,"118","118A","118","118B"
"119","co-twins","51641","51642",41.4610137939453,"119","119A","119","119B"
"120","co-twins","51651","51652",99.1610107421875,"120","120A","120","120B"
"121","co-twins","51661","51662",99.6813583374023,"121","121A","121","121B"
"122","co-twins","51671","51672",98.4703826904297,"122","122A","122","122B"
"123","co-twins","51681","51682",30.3905754089355,"123","123A","123","123B"
"124","co-twins","51701","51702",54.6601219177246,"124","124A","124","124B"
"125","co-twins","51711","51712",98.6005401611328,"125","125A","125","125B"
"126","co-twins","51721","51722",55.854808807373,"126","126A","126","126B"
"127","co-twins","51751","51752",29.0493450164795,"127","127A","127","127B"
"128","co-twins","51781","51782",99.2117767333984,"128","128A","128","128B"
"129","co-twins","51791","51792",99.659538269043,"129","129A","129","129B"
"130","co-twins","51801","51802",56.6373596191406,"130","130A","130","130B"
"131","co-twins","51861","51862",98.4807815551758,"131","131A","131","131B"
"132","co-twins","51881","51882",99.6448669433594,"132","132A","132","132B"
"133","co-twins","51901","51902",99.7120819091797,"133","133A","133","133B"
"134","co-twins","51931","51932",62.4131088256836,"134","134A","134","134B"
"135","co-twins","51941","51942",99.7159423828125,"135","135A","135","135B"
"136","co-twins","51981","51982",47.6275367736816,"136","136A","136","136B"
"137","co-twins","52011","52012",99.5155715942383,"137","137A","137","137B"
"138","co-twins","52051","52052",99.3522567749023,"138","138A","138","138B"
"139","co-twins","52071","52072",99.2102508544922,"139","139A","139","139B"
"140","co-twins","52081","52082",98.353515625,"140","140A","140","140B"
"141","co-twins","52101","52102",99.5942840576172,"141","141A","141","141B"
"142","co-twins","52121","52122",99.3233795166016,"142","142A","142","142B"
"143","co-twins","52131","52132",92.963996887207,"143","143A","143","143B"
"144","co-twins","52171","52172",99.7182846069336,"144","144A","144","144B"
"145","co-twins","52181","52182",38.4230461120605,"145","145A","145","145B"
"146","co-twins","52191","52192",99.2914657592773,"146","146A","146","146B"
"147","co-twins","52201","52202",31.9480419158936,"147","147A","147","147B"
"148","co-twins","52261","52262",66.7311553955078,"148","148A","148","148B"
"149","positive_ctrl","50011","50021",7.17961025238037,"1","1A","2","2A"
"150","positive_ctrl","50011","50022",17.6503429412842,"1","1A","2","2B"
"151","positive_ctrl","50011","50031",16.8646392822266,"1","1A","3","3A"
"152","positive_ctrl","50011","50032",14.6438436508179,"1","1A","3","3B"
"153","positive_ctrl","50011","50061",5.31741619110107,"1","1A","4","4A"
"154","positive_ctrl","50011","50062",8.27008438110352,"1","1A","4","4B"
"155","positive_ctrl","50011","50071",12.937557220459,"1","1A","5","5A"
"156","positive_ctrl","50011","50072",9.27345561981201,"1","1A","5","5B"
"157","positive_ctrl","50011","50081",6.56532669067383,"1","1A","6","6A"
"158","positive_ctrl","50011","50082",14.7603569030762,"1","1A","6","6B"
"159","positive_ctrl","50011","50091",11.6717662811279,"1","1A","7","7A"
"160","positive_ctrl","50011","50092",12.4282684326172,"1","1A","7","7B"
"161","positive_ctrl","50011","50101",31.5909175872803,"1","1A","8","8A"
"162","positive_ctrl","50011","50102",49.4225006103516,"1","1A","8","8B"
"163","positive_ctrl","50011","50131",12.6407670974731,"1","1A","9","9A"
"164","positive_ctrl","50011","50132",7.1293511390686,"1","1A","9","9B"
"165","positive_ctrl","50011","50151",14.7897167205811,"1","1A","10","10A"
"166","positive_ctrl","50011","50152",15.8260183334351,"1","1A","10","10B"
"167","positive_ctrl","50011","50171",6.0276985168457,"1","1A","11","11A"
"168","positive_ctrl","50011","50172",17.5226593017578,"1","1A","11","11B"
"169","positive_ctrl","50011","50181",22.3749923706055,"1","1A","12","12A"
"170","positive_ctrl","50011","50182",12.3739566802979,"1","1A","12","12B"
"171","positive_ctrl","50011","50191",5.98544120788574,"1","1A","13","13A"
"172","positive_ctrl","50011","50192",3.14139461517334,"1","1A","13","13B"
"173","positive_ctrl","50011","50201",34.2571067810059,"1","1A","14","14A"
"174","positive_ctrl","50011","50202",31.8737468719482,"1","1A","14","14B"
"175","positive_ctrl","50011","50221",22.4492416381836,"1","1A","15","15A"
"176","positive_ctrl","50011","50222",27.7757968902588,"1","1A","15","15B"
"177","positive_ctrl","50011","50231",13.2840423583984,"1","1A","16","16A"
"178","positive_ctrl","50011","50232",13.6902351379395,"1","1A","16","16B"
"179","positive_ctrl","50011","50241",7.7139368057251,"1","1A","17","17A"
"180","positive_ctrl","50011","50242",17.2665367126465,"1","1A","17","17B"
"181","positive_ctrl","50011","50251",14.1342086791992,"1","1A","18","18A"
"182","positive_ctrl","50011","50252",11.9880151748657,"1","1A","18","18B"
"183","positive_ctrl","50011","50261",27.6873416900635,"1","1A","19","19A"
"184","positive_ctrl","50011","50262",8.71852970123291,"1","1A","19","19B"
"185","positive_ctrl","50011","50271",21.1038036346436,"1","1A","20","20A"
"186","positive_ctrl","50011","50272",9.34381866455078,"1","1A","20","20B"
"187","positive_ctrl","50011","50281",3.80103206634521,"1","1A","21","21A"
"188","positive_ctrl","50011","50282",8.5809326171875,"1","1A","21","21B"
"189","positive_ctrl","50011","50291",19.0792331695557,"1","1A","22","22A"
"190","positive_ctrl","50011","50292",18.5749950408936,"1","1A","22","22B"
"191","positive_ctrl","50011","50311",4.5294713973999,"1","1A","23","23A"
"192","positive_ctrl","50011","50312",8.89952373504639,"1","1A","23","23B"
"193","positive_ctrl","50011","50331",24.8215751647949,"1","1A","24","24A"
"194","positive_ctrl","50011","50332",11.4864053726196,"1","1A","24","24B"
"195","positive_ctrl","50011","50341",23.2488479614258,"1","1A","25","25A"
"196","positive_ctrl","50011","50342",13.4626235961914,"1","1A","25","25B"
"197","positive_ctrl","50011","50351",9.90121269226074,"1","1A","26","26A"
"198","positive_ctrl","50011","50352",10.2722806930542,"1","1A","26","26B"
"199","positive_ctrl","50011","50361",10.4807987213135,"1","1A","27","27A"
"200","positive_ctrl","50011","50362",19.673900604248,"1","1A","27","27B"
"201","positive_ctrl","50011","50371",15.7441349029541,"1","1A","28","28A"
"202","positive_ctrl","50011","50372",17.129566192627,"1","1A","28","28B"
"203","positive_ctrl","50011","50391",6.16285133361816,"1","1A","29","29A"
"204","positive_ctrl","50011","50392",13.797571182251,"1","1A","29","29B"
"205","positive_ctrl","50011","50401",15.8311262130737,"1","1A","30","30A"
"206","positive_ctrl","50011","50402",18.0881805419922,"1","1A","30","30B"
"207","positive_ctrl","50011","50421",8.05362129211426,"1","1A","31","31A"
"208","positive_ctrl","50011","50422",12.4036540985107,"1","1A","31","31B"
"209","positive_ctrl","50011","50431",6.21676921844482,"1","1A","32","32A"
"210","positive_ctrl","50011","50432",8.10821151733398,"1","1A","32","32B"
"211","positive_ctrl","50011","50441",15.4099941253662,"1","1A","33","33A"
"212","positive_ctrl","50011","50442",25.8766174316406,"1","1A","33","33B"
"213","positive_ctrl","50011","50461",17.0647315979004,"1","1A","34","34A"
"214","positive_ctrl","50011","50462",20.7729091644287,"1","1A","34","34B"
"215","positive_ctrl","50011","50471",6.58360195159912,"1","1A","35","35A"
"216","positive_ctrl","50011","50472",7.10669231414795,"1","1A","35","35B"
"217","positive_ctrl","50011","50481",18.6804485321045,"1","1A","36","36A"
"218","positive_ctrl","50011","50482",19.1128368377686,"1","1A","36","36B"
"219","positive_ctrl","50011","50491",10.5976629257202,"1","1A","37","37A"
"220","positive_ctrl","50011","50492",9.35989379882812,"1","1A","37","37B"
"221","positive_ctrl","50011","50501",7.01377010345459,"1","1A","38","38A"
"222","positive_ctrl","50011","50502",21.7026920318604,"1","1A","38","38B"
"223","positive_ctrl","50011","50521",6.53811979293823,"1","1A","39","39A"
"224","positive_ctrl","50011","50522",14.7314443588257,"1","1A","39","39B"
"225","positive_ctrl","50011","50531",9.52868938446045,"1","1A","40","40A"
"226","positive_ctrl","50011","50532",18.0814151763916,"1","1A","40","40B"
"227","positive_ctrl","50011","50541",7.4747576713562,"1","1A","41","41A"
"228","positive_ctrl","50011","50542",23.612886428833,"1","1A","41","41B"
"229","positive_ctrl","50011","50551",10.47239112854,"1","1A","42","42A"
"230","positive_ctrl","50011","50552",6.94972801208496,"1","1A","42","42B"
"231","positive_ctrl","50011","50571",10.7351770401001,"1","1A","43","43A"
"232","positive_ctrl","50011","50572",11.9439649581909,"1","1A","43","43B"
"233","positive_ctrl","50011","50581",13.8047351837158,"1","1A","44","44A"
"234","positive_ctrl","50011","50582",29.5976905822754,"1","1A","44","44B"
"235","positive_ctrl","50011","50591",11.5200300216675,"1","1A","45","45A"
"236","positive_ctrl","50011","50592",11.8840312957764,"1","1A","45","45B"
"237","positive_ctrl","50011","50601",13.9126806259155,"1","1A","46","46A"
"238","positive_ctrl","50011","50602",13.6355028152466,"1","1A","46","46B"
"239","positive_ctrl","50011","50611",18.8171520233154,"1","1A","47","47A"
"240","positive_ctrl","50011","50612",14.627631187439,"1","1A","47","47B"
"241","positive_ctrl","50011","50621",7.46226692199707,"1","1A","48","48A"
"242","positive_ctrl","50011","50622",4.37614059448242,"1","1A","48","48B"
"243","positive_ctrl","50011","50641",13.176287651062,"1","1A","49","49A"
"244","positive_ctrl","50011","50642",8.38036441802979,"1","1A","49","49B"
"245","positive_ctrl","50011","50651",17.5853977203369,"1","1A","50","50A"
"246","positive_ctrl","50011","50652",12.2965898513794,"1","1A","50","50B"
"247","positive_ctrl","50011","50661",29.0019779205322,"1","1A","51","51A"
"248","positive_ctrl","50011","50662",18.6038913726807,"1","1A","51","51B"
"249","positive_ctrl","50011","50671",11.9284057617188,"1","1A","52","52A"
"250","positive_ctrl","50011","50672",13.6711225509644,"1","1A","52","52B"
"251","positive_ctrl","50011","50681",7.39345169067383,"1","1A","53","53A"
"252","positive_ctrl","50011","50682",11.0546503067017,"1","1A","53","53B"
"253","positive_ctrl","50011","50691",16.7666873931885,"1","1A","54","54A"
"254","positive_ctrl","50011","50692",15.9168643951416,"1","1A","54","54B"
"255","positive_ctrl","50011","50701",14.6961317062378,"1","1A","55","55A"
"256","positive_ctrl","50011","50702",17.6689376831055,"1","1A","55","55B"
"257","positive_ctrl","50011","50721",8.19160652160645,"1","1A","56","56A"
"258","positive_ctrl","50011","50722",10.2660903930664,"1","1A","56","56B"
"259","positive_ctrl","50011","50731",11.1080989837646,"1","1A","57","57A"
"260","positive_ctrl","50011","50732",15.6493606567383,"1","1A","57","57B"
"261","positive_ctrl","50011","50741",6.74106979370117,"1","1A","58","58A"
"262","positive_ctrl","50011","50742",26.9946193695068,"1","1A","58","58B"
"263","positive_ctrl","50011","50751",32.8345794677734,"1","1A","59","59A"
"264","positive_ctrl","50011","50752",32.1565284729004,"1","1A","59","59B"
"265","positive_ctrl","50011","50771",9.54920768737793,"1","1A","60","60A"
"266","positive_ctrl","50011","50772",12.2114677429199,"1","1A","60","60B"
"267","positive_ctrl","50011","50781",30.628288269043,"1","1A","61","61A"
"268","positive_ctrl","50011","50782",10.1750612258911,"1","1A","61","61B"
"269","positive_ctrl","50011","50791",18.7824897766113,"1","1A","62","62A"
"270","positive_ctrl","50011","50792",17.1746654510498,"1","1A","62","62B"
"271","positive_ctrl","50011","50811",23.0679626464844,"1","1A","63","63A"
"272","positive_ctrl","50011","50812",20.3504524230957,"1","1A","63","63B"
"273","positive_ctrl","50011","50821",5.70599317550659,"1","1A","64","64A"
"274","positive_ctrl","50011","50822",10.8139133453369,"1","1A","64","64B"
"275","positive_ctrl","50011","50831",9.72361373901367,"1","1A","65","65A"
"276","positive_ctrl","50011","50832",10.3883380889893,"1","1A","65","65B"
"277","positive_ctrl","50011","50841",11.0873651504517,"1","1A","66","66A"
"278","positive_ctrl","50011","50842",10.0251588821411,"1","1A","66","66B"
"279","positive_ctrl","50011","50851",15.9864320755005,"1","1A","67","67A"
"280","positive_ctrl","50011","50852",10.5848569869995,"1","1A","67","67B"
"281","positive_ctrl","50011","50861",8.14333820343018,"1","1A","68","68A"
"282","positive_ctrl","50011","50862",10.4484386444092,"1","1A","68","68B"
"283","positive_ctrl","50011","50871",16.6228256225586,"1","1A","69","69A"
"284","positive_ctrl","50011","50872",7.96405363082886,"1","1A","69","69B"
"285","positive_ctrl","50011","50881",4.97684478759766,"1","1A","70","70A"
"286","positive_ctrl","50011","50882",7.91158533096313,"1","1A","70","70B"
"287","positive_ctrl","50011","50891",6.85164833068848,"1","1A","71","71A"
"288","positive_ctrl","50011","50892",14.9309549331665,"1","1A","71","71B"
"289","positive_ctrl","50011","50901",30.1407871246338,"1","1A","72","72A"
"290","positive_ctrl","50011","50902",13.7375087738037,"1","1A","72","72B"
"291","positive_ctrl","50011","50951",9.50874805450439,"1","1A","73","73A"
"292","positive_ctrl","50011","50952",12.1087293624878,"1","1A","73","73B"
"293","positive_ctrl","50011","50981",15.9238681793213,"1","1A","74","74A"
"294","positive_ctrl","50011","50982",5.95318078994751,"1","1A","74","74B"
"295","positive_ctrl","50011","50991",21.2265872955322,"1","1A","75","75A"
"296","positive_ctrl","50011","50992",11.6559915542603,"1","1A","75","75B"
"297","positive_ctrl","50011","51001",18.6017894744873,"1","1A","76","76A"
"298","positive_ctrl","50011","51002",6.61279201507568,"1","1A","76","76B"
"299","positive_ctrl","50011","51021",4.35143566131592,"1","1A","77","77A"
"300","positive_ctrl","50011","51022",15.7269668579102,"1","1A","77","77B"
"301","positive_ctrl","50011","51041",9.28134441375732,"1","1A","78","78A"
"302","positive_ctrl","50011","51042",4.76434087753296,"1","1A","78","78B"
"303","positive_ctrl","50011","51051",10.3692035675049,"1","1A","79","79A"
"304","positive_ctrl","50011","51052",7.61974143981934,"1","1A","79","79B"
"305","positive_ctrl","50011","51061",32.751953125,"1","1A","80","80A"
"306","positive_ctrl","50011","51062",49.2038230895996,"1","1A","80","80B"
"307","positive_ctrl","50011","51091",4.74623537063599,"1","1A","81","81A"
"308","positive_ctrl","50011","51092",12.5644664764404,"1","1A","81","81B"
"309","positive_ctrl","50011","51101",15.7126216888428,"1","1A","82","82A"
"310","positive_ctrl","50011","51102",10.9742908477783,"1","1A","82","82B"
"311","positive_ctrl","50011","51111",10.8504657745361,"1","1A","83","83A"
"312","positive_ctrl","50011","51112",21.8028621673584,"1","1A","83","83B"
"313","positive_ctrl","50011","51121",18.8350143432617,"1","1A","84","84A"
"314","positive_ctrl","50011","51122",30.9530582427979,"1","1A","84","84B"
"315","positive_ctrl","50011","51131",8.3182373046875,"1","1A","85","85A"
"316","positive_ctrl","50011","51132",10.0943517684937,"1","1A","85","85B"
"317","positive_ctrl","50011","51141",8.02225589752197,"1","1A","86","86A"
"318","positive_ctrl","50011","51142",8.79538726806641,"1","1A","86","86B"
"319","positive_ctrl","50011","51161",7.87327194213867,"1","1A","87","87A"
"320","positive_ctrl","50011","51162",13.0595073699951,"1","1A","87","87B"
"321","positive_ctrl","50011","51171",7.40223503112793,"1","1A","88","88A"
"322","positive_ctrl","50011","51172",8.21697902679443,"1","1A","88","88B"
"323","positive_ctrl","50011","51181",11.2101793289185,"1","1A","89","89A"
"324","positive_ctrl","50011","51182",8.98024940490723,"1","1A","89","89B"
"325","positive_ctrl","50011","51191",30.0129852294922,"1","1A","90","90A"
"326","positive_ctrl","50011","51192",23.3124294281006,"1","1A","90","90B"
"327","positive_ctrl","50011","51221",14.2346773147583,"1","1A","91","91A"
"328","positive_ctrl","50011","51222",18.3127899169922,"1","1A","91","91B"
"329","positive_ctrl","50011","51261",16.4844284057617,"1","1A","92","92A"
"330","positive_ctrl","50011","51262",12.7550754547119,"1","1A","92","92B"
"331","positive_ctrl","50011","51271",9.89501953125,"1","1A","93","93A"
"332","positive_ctrl","50011","51272",7.56510639190674,"1","1A","93","93B"
"333","positive_ctrl","50011","51291",12.623236656189,"1","1A","94","94A"
"334","positive_ctrl","50011","51292",10.785005569458,"1","1A","94","94B"
"335","positive_ctrl","50011","51301",11.1064214706421,"1","1A","95","95A"
"336","positive_ctrl","50011","51302",10.8627710342407,"1","1A","95","95B"
"337","positive_ctrl","50011","51341",9.9761438369751,"1","1A","96","96A"
"338","positive_ctrl","50011","51342",16.5238952636719,"1","1A","96","96B"
"339","positive_ctrl","50011","51351",39.7673873901367,"1","1A","97","97A"
"340","positive_ctrl","50011","51352",8.14167213439941,"1","1A","97","97B"
"341","positive_ctrl","50011","51361",26.0856590270996,"1","1A","98","98A"
"342","positive_ctrl","50011","51362",27.2144050598145,"1","1A","98","98B"
"343","positive_ctrl","50011","51381",12.4139490127563,"1","1A","99","99A"
"344","positive_ctrl","50011","51382",10.5047588348389,"1","1A","99","99B"
"345","positive_ctrl","50011","51401",13.2773742675781,"1","1A","100","100A"
"346","positive_ctrl","50011","51402",11.8992738723755,"1","1A","100","100B"
"347","positive_ctrl","50011","51411",5.836754322052,"1","1A","101","101A"
"348","positive_ctrl","50011","51412",14.6565628051758,"1","1A","101","101B"
"349","positive_ctrl","50011","51431",8.77666187286377,"1","1A","102","102A"
"350","positive_ctrl","50011","51432",14.0061883926392,"1","1A","102","102B"
"351","positive_ctrl","50011","51441",3.97002243995667,"1","1A","103","103A"
"352","positive_ctrl","50011","51442",14.3096370697021,"1","1A","103","103B"
"353","positive_ctrl","50011","51451",8.13767433166504,"1","1A","104","104A"
"354","positive_ctrl","50011","51452",12.4212789535522,"1","1A","104","104B"
"355","positive_ctrl","50011","51461",15.855450630188,"1","1A","105","105A"
"356","positive_ctrl","50011","51462",13.8956308364868,"1","1A","105","105B"
"357","positive_ctrl","50011","51471",31.4775848388672,"1","1A","106","106A"
"358","positive_ctrl","50011","51472",33.0639915466309,"1","1A","106","106B"
"359","positive_ctrl","50011","51481",8.31249809265137,"1","1A","107","107A"
"360","positive_ctrl","50011","51482",9.34263134002686,"1","1A","107","107B"
"361","positive_ctrl","50011","51491",16.9232883453369,"1","1A","108","108A"
"362","positive_ctrl","50011","51492",16.4331798553467,"1","1A","108","108B"
"363","positive_ctrl","50011","51531",24.3771648406982,"1","1A","109","109A"
"364","positive_ctrl","50011","51532",34.3290557861328,"1","1A","109","109B"
"365","positive_ctrl","50011","51541",10.1194152832031,"1","1A","110","110A"
"366","positive_ctrl","50011","51542",32.5023078918457,"1","1A","110","110B"
"367","positive_ctrl","50011","51551",15.0088491439819,"1","1A","111","111A"
"368","positive_ctrl","50011","51552",15.3667478561401,"1","1A","111","111B"
"369","positive_ctrl","50011","51561",21.54736328125,"1","1A","112","112A"
"370","positive_ctrl","50011","51562",27.25270652771,"1","1A","112","112B"
"371","positive_ctrl","50011","51571",29.2175140380859,"1","1A","113","113A"
"372","positive_ctrl","50011","51572",16.4854202270508,"1","1A","113","113B"
"373","positive_ctrl","50011","51581",8.00389385223389,"1","1A","114","114A"
"374","positive_ctrl","50011","51582",14.5356578826904,"1","1A","114","114B"
"375","positive_ctrl","50011","51591",17.9061012268066,"1","1A","115","115A"
"376","positive_ctrl","50011","51592",10.8963584899902,"1","1A","115","115B"
"377","positive_ctrl","50011","51611",22.7255611419678,"1","1A","116","116A"
"378","positive_ctrl","50011","51612",13.0953941345215,"1","1A","116","116B"
"379","positive_ctrl","50011","51621",9.21849822998047,"1","1A","117","117A"
"380","positive_ctrl","50011","51622",33.5755882263184,"1","1A","117","117B"
"381","positive_ctrl","50011","51631",14.8126382827759,"1","1A","118","118A"
"382","positive_ctrl","50011","51632",9.73063945770264,"1","1A","118","118B"
"383","positive_ctrl","50011","51641",9.32371425628662,"1","1A","119","119A"
"384","positive_ctrl","50011","51642",17.5111808776855,"1","1A","119","119B"
"385","positive_ctrl","50011","51651",26.2562103271484,"1","1A","120","120A"
"386","positive_ctrl","50011","51652",19.1391353607178,"1","1A","120","120B"
"387","positive_ctrl","50011","51661",23.9455051422119,"1","1A","121","121A"
"388","positive_ctrl","50011","51662",22.0451202392578,"1","1A","121","121B"
"389","positive_ctrl","50011","51671",8.40384387969971,"1","1A","122","122A"
